Date,ADRO.JK,ANTM.JK,ASII.JK,BBCA.JK,BBRI.JK,INDY.JK,KAEF.JK,PGAS.JK,SIDO.JK,TLKM.JK
2023-06-26,2236.66,1971.66,6875.0,9125.0,5491.66,1920.0,788.34,1315.0,738.34,4006.66
2023-06-27,2256.66,1960.0,6825.0,9183.34,5475.0,1920.0,793.34,1311.66,740.0,4023.34
2023-07-03,2360.0,1985.0,6850.0,9091.66,5533.34,1958.34,798.34,1316.66,736.66,4030.0
2023-07-04,2356.66,1980.0,6833.34,9116.66,5491.66,1975.0,900.0,1356.66,730.0,3996.66
2023-07-05,2456.66,1996.66,6800.0,9075.0,5466.66,2126.66,866.66,1356.66,726.66,3990.0
2023-07-06,2470.0,2050.0,6816.66,9108.34,5466.66,2113.34,868.34,1371.66,736.66,3980.0
2023-07-07,2410.0,2005.0,6850.0,9075.0,5408.34,2063.34,863.34,1360.0,735.0,3976.66
2023-07-10,2436.66,1990.0,6808.34,9083.34,5466.66,2070.0,875.0,1360.0,733.34,3973.34
2023-07-11,2450.0,2006.66,6816.66,9075.0,5458.34,2066.66,890.0,1356.66,756.66,3996.66
2023-07-12,2410.0,2003.34,6816.66,9216.66,5475.0,2050.0,866.66,1348.34,753.34,4003.34
2023-07-13,2353.34,2016.66,6833.34,9191.66,5475.0,2046.66,851.66,1348.34,743.34,3956.66
2023-07-14,2373.34,2015.0,6816.66,9225.0,5558.34,2076.66,861.66,1373.34,728.34,3953.34
2023-07-17,2400.0,2010.0,6741.66,9225.0,5625.0,2106.66,855.0,1380.0,730.0,3950.0
2023-07-18,2373.34,2008.34,6691.66,9233.34,5683.34,2056.66,860.0,1371.66,726.66,3913.34
2023-07-20,2383.34,2006.66,6583.34,9208.34,5666.66,2060.0,855.0,1376.66,711.66,3870.0
2023-07-21,2440.0,1991.66,6525.0,9175.0,5641.66,2100.0,850.0,1390.0,703.34,3873.34
2023-07-24,2500.0,1985.0,6633.34,9166.66,5633.34,2146.66,853.34,1410.0,701.66,3930.0
2023-07-25,2490.0,1991.66,6583.34,9250.0,5691.66,2136.66,850.0,1398.34,700.0,3906.66
2023-07-26,2523.34,2003.34,6650.0,9425.0,5700.0,2226.66,851.66,1393.34,696.66,3910.0
2023-07-27,2486.66,1983.34,6583.34,9341.66,5716.66,2170.0,850.0,1378.34,673.34,3813.34
2023-07-28,2496.66,1971.66,6675.0,9191.66,5725.0,2166.66,843.34,1378.34,648.34,3750.0
2023-07-31,2460.0,1996.66,6958.34,9183.34,5683.34,2060.0,866.66,1378.34,655.0,3756.66
2023-08-01,2410.0,2070.0,6916.66,9166.66,5750.0,1963.34,925.0,1398.34,650.0,3786.66
2023-08-02,2386.66,2043.34,6875.0,9225.0,5733.34,1953.34,906.66,1390.0,636.66,3726.66
2023-08-03,2383.34,2023.34,6891.66,9316.66,5750.0,1991.66,881.66,1393.34,655.0,3763.34
2023-08-04,2430.0,2040.0,6850.0,9241.66,5675.0,2000.0,890.0,1405.0,651.66,3716.66
2023-08-07,2400.0,2053.34,6933.34,9316.66,5758.34,1975.0,875.0,1400.0,656.66,3706.66
2023-08-08,2403.34,2040.0,6891.66,9266.66,5716.66,1978.34,863.34,1405.0,660.0,3766.66
2023-08-09,2410.0,2023.34,6891.66,9450.0,5741.66,1968.34,843.34,1405.0,650.0,3800.0
2023-08-10,2433.34,2010.0,6833.34,9433.34,5725.0,2025.0,835.0,1416.66,646.66,3820.0
